Date,TSLA,SPX_TR
24/12/18,-0.076069633,-0.027037372
26/12/18,0.102965568,0.049614351
27/12/18,-0.030616541,0.008654817
28/12/18,0.056713825,-0.00107798
31/12/18,-0.003170875,0.008622515
2/1/19,-0.068508483,0.001271743
3/1/19,-0.031366597,-0.024498324
4/1/19,0.057517791,0.034335619
7/1/19,0.054327695,0.007012874
8/1/19,0.001288207,0.009717463
9/1/19,0.009356725,0.004417056
10/1/19,0.019177289,0.004519395
11/1/19,0.006594281,-0.000145459
14/1/19,-0.036765121,-0.005143427
15/1/19,0.029373827,0.010743355
16/1/19,0.004898331,0.00224562
17/1/19,0.004137618,0.007690332
18/1/19,-0.129939038,0.013212314
22/1/19,-0.011028935,-0.014117128
23/1/19,-0.038113356,0.002201245
24/1/19,0.014321762,0.001408626
25/1/19,0.018288173,0.008523607
28/1/19,-0.001980852,-0.007849028
29/1/19,0.003837248,-0.001438805
30/1/19,0.03776445,0.015661281
31/1/19,-0.006160295,0.008813254
1/2/19,0.017700812,0.001033313
4/2/19,0.001883712,0.006791686
5/2/19,0.027011782,0.004719131
6/2/19,-0.012692988,-0.002127641
7/2/19,-0.03040979,-0.009212699
8/2/19,-0.005864729,0.001007416
11/2/19,0.023020199,0.000720356
12/2/19,-0.003322051,0.012961572
13/2/19,-0.011886045,0.003105485
14/2/19,-0.014002037,-0.002304229
15/2/19,0.013490834,0.010952835
19/2/19,-0.007324374,0.001572667
20/2/19,-0.010137303,0.001971859
21/2/19,-0.037334716,-0.003441234
22/2/19,0.011782925,0.006443385
25/2/19,0.013575564,0.001370953
26/2/19,-0.003020156,-0.000778707
27/2/19,0.057227527,-0.00039002
28/2/19,0.016008471,-0.002527414
1/3/19,-0.078719882,0.006950731
4/3/19,-0.03200905,-0.003857165
5/3/19,-0.030111371,-0.001099584
6/3/19,-0.001559399,-0.006477778
7/3/19,0.001348857,-0.00791575
8/3/19,0.027224389,-0.002035586
11/3/19,0.023742149,0.014678002
12/3/19,-0.025551136,0.002999717
13/3/19,0.019440985,0.007019482
14/3/19,0.003461147,-0.000529773
15/3/19,-0.049641553,0.005023993
18/3/19,-0.021847424,0.003717629
19/3/19,-0.007857403,-0.000102092
20/3/19,0.022952262,-0.002899559
21/3/19,0.001863799,0.010907292
22/3/19,-0.034559244,-0.018897395
25/3/19,-0.015563626,-0.000763871
26/3/19,0.027930437,0.007183562
27/3/19,0.026512377,-0.004630058
28/3/19,0.013484589,0.003746358
29/3/19,0.004505456,0.006779739
1/4/19,0.033429112,0.01157746
2/4/19,-0.01152855,5.43E-05
3/4/19,0.020856202,0.002149558
4/4/19,-0.082258065,0.002313082
5/4/19,0.026874634,0.004645669
8/4/19,-0.006774585,0.001066099
9/4/19,-0.002800115,-0.005764481
10/4/19,0.01375189,0.003561569
11/4/19,-0.027627841,5.04E-05
12/4/19,-0.002775546,0.006710034
15/4/19,-0.005127078,-0.000606506
16/4/19,0.026135611,0.000507466
17/4/19,-0.007820347,-0.002173354
18/4/19,0.007520428,0.001603624
22/4/19,-0.037752099,0.001038636
23/4/19,0.003803983,0.008889389
24/4/19,-0.019467974,-0.00218831
25/4/19,-0.043270688,-0.000368393
26/4/19,-0.050851485,0.004714956
29/4/19,0.027539014,0.001117569
30/4/19,-0.011370097,0.000979097
1/5/19,-0.019797913,-0.007492673
2/5/19,0.043161247,-0.00208431
3/5/19,0.044749739,0.009737408
6/5/19,0.00130729,-0.004386527
7/5/19,-0.032409185,-0.016505428
8/5/19,-0.009127709,-0.001577728
9/5/19,-0.011614867,-0.002672494
10/5/19,-0.009806305,0.004063769
13/5/19,-0.052299885,-0.024092801
14/5/19,0.022713533,0.008130915
15/5/19,-0.001182233,0.006040108
16/5/19,-0.015894488,0.009184721
17/5/19,-0.075171821,-0.005735429
20/5/19,-0.027496516,-0.006732165
21/5/19,-0.001337281,0.008520149
22/5/19,-0.060162602,-0.002804328
23/5/19,0.014756768,-0.011809887
24/5/19,-0.024571257,0.001502537
28/5/19,-0.010590171,-0.008369925
