Date,variable,value
2016-06-24,return_btc,0.0581
2016-06-27,return_btc,0.0308
2016-06-28,return_btc,4e-4
2016-06-29,return_btc,-0.0129
2016-06-30,return_btc,0.0526
2016-07-01,return_btc,0.0068000000000000005
2016-07-05,return_btc,-0.017
2016-07-06,return_btc,0.013600000000000001
2016-07-07,return_btc,-0.0557
2016-07-08,return_btc,0.0433
2016-07-11,return_btc,-6e-4
2016-07-12,return_btc,0.0369
2016-07-13,return_btc,-0.013999999999999999
2016-07-14,return_btc,-0.0059
2016-07-15,return_btc,0.0106
2016-07-18,return_btc,-0.0088
2016-07-19,return_btc,0.0011
2016-07-20,return_btc,-0.01
2016-07-21,return_btc,3e-4
2016-07-22,return_btc,-0.0203
2016-07-25,return_btc,-0.008
2016-07-26,return_btc,6e-4
2016-07-27,return_btc,2e-4
2016-07-28,return_btc,-6e-4
2016-07-29,return_btc,0.002
2016-08-01,return_btc,-0.0239
2016-08-02,return_btc,-0.1542
2016-08-03,return_btc,0.1032
2016-08-04,return_btc,0.0173
2016-08-05,return_btc,-0.0027
2016-08-08,return_btc,-0.0027
2016-08-09,return_btc,-0.0068000000000000005
2016-08-10,return_btc,0.0097
2016-08-11,return_btc,-0.0052
2016-08-12,return_btc,-0.0012
2016-08-15,return_btc,-0.0037
2016-08-16,return_btc,0.023399999999999997
2016-08-17,return_btc,-0.013500000000000002
2016-08-18,return_btc,0.0018
2016-08-19,return_btc,0.002
2016-08-22,return_btc,0.011699999999999999
2016-08-23,return_btc,-0.0067
2016-08-24,return_btc,-0.0067
2016-08-25,return_btc,-0.0029
2016-08-26,return_btc,0.0024
2016-08-29,return_btc,-0.0013
2016-08-30,return_btc,0.0054
2016-08-31,return_btc,-0.006
2016-09-01,return_btc,-0.0033
2016-09-02,return_btc,0.0058
2016-09-06,return_btc,0.0077
2016-09-07,return_btc,0.0045000000000000005
2016-09-08,return_btc,0.0202
2016-09-09,return_btc,-0.0039000000000000003
2016-09-12,return_btc,0.0039000000000000003
2016-09-13,return_btc,0.001
2016-09-14,return_btc,0.0015
2016-09-19,return_btc,-0.0014000000000000002
2016-09-20,return_btc,-0.001
2016-09-21,return_btc,-0.019799999999999998
2016-09-22,return_btc,-0.0026
2016-09-23,return_btc,0.012199999999999999
2016-09-26,return_btc,0.0084
2016-09-27,return_btc,-0.0018
2016-09-28,return_btc,-0.0013
2016-09-29,return_btc,0
2016-09-30,return_btc,0.005699999999999999
2016-10-10,return_btc,0.0025
2016-10-11,return_btc,0.0375
2016-10-12,return_btc,-0.006999999999999999
2016-10-13,return_btc,-6e-4
2016-10-14,return_btc,0.0037
2016-10-17,return_btc,-0.0043
2016-10-18,return_btc,-0.0032
2016-10-19,return_btc,-0.009899999999999999
2016-10-20,return_btc,-0.0011
2016-10-21,return_btc,0.0034000000000000002
2016-10-24,return_btc,-0.0039000000000000003
2016-10-25,return_btc,8e-4
2016-10-26,return_btc,0.0364
2016-10-27,return_btc,0.0113
2016-10-28,return_btc,0.0058
2016-10-31,return_btc,0.002
2016-11-01,return_btc,0.04019999999999999
2016-11-02,return_btc,0.009300000000000001
2016-11-03,return_btc,-0.0663
2016-11-04,return_btc,0.025099999999999997
2016-11-07,return_btc,-0.0064
2016-11-08,return_btc,0.0078000000000000005
2016-11-09,return_btc,0.0148
2016-11-10,return_btc,-0.0095
2016-11-11,return_btc,6e-4
2016-11-14,return_btc,0.0037
2016-11-15,return_btc,0.009300000000000001
2016-11-16,return_btc,0.040999999999999995
2016-11-17,return_btc,-0.0037
2016-11-18,return_btc,0.0128
2016-11-21,return_btc,0.0105
2016-11-22,return_btc,0.0179
2016-11-23,return_btc,-0.011000000000000001
2016-11-25,return_btc,0.0069
2016-11-28,return_btc,0.0053
2016-11-29,return_btc,-0.001
2016-11-30,return_btc,0.013600000000000001
2016-12-01,return_btc,0.0137
2016-12-02,return_btc,0.024300000000000002
2016-12-05,return_btc,-0.015700000000000002
2016-12-06,return_btc,0.0051
2016-12-07,return_btc,0.0097
2016-12-08,return_btc,0.0038
2016-12-09,return_btc,0.0026
2016-12-12,return_btc,0.0138
2016-12-13,return_btc,3e-4
2016-12-14,return_btc,-0.0029
2016-12-15,return_btc,-0.0017000000000000001
2016-12-16,return_btc,0.0088
2016-12-19,return_btc,0.001
2016-12-20,return_btc,0.0118
2016-12-21,return_btc,0.0377
2016-12-22,return_btc,0.0373
2016-12-23,return_btc,0.0663
2016-12-27,return_btc,0.0305
2016-12-28,return_btc,0.0501
2016-12-29,return_btc,-0.0011
2016-12-30,return_btc,-0.0124
2017-01-03,return_btc,0.016
2017-01-04,return_btc,0.09880000000000001
2017-01-05,return_btc,-0.1286
2017-01-06,return_btc,-0.1043
2017-01-09,return_btc,-0.0012
2017-01-10,return_btc,0.0051
2017-01-11,return_btc,-0.1315
2017-01-12,return_btc,0.031400000000000004
2017-01-13,return_btc,0.0182
2017-01-17,return_btc,0.0874
2017-01-18,return_btc,-0.030699999999999998
2017-01-19,return_btc,0.026600000000000002
2017-01-20,return_btc,-0.0026
2017-01-23,return_btc,0.0029
2017-01-24,return_btc,-0.0301
2017-01-25,return_btc,7.000000000000001e-4
2017-01-26,return_btc,0.0236
2017-02-03,return_btc,0.009000000000000001
2017-02-06,return_btc,0.0084
2017-02-07,return_btc,0.024300000000000002
2017-02-08,return_btc,0.005600000000000001
2017-02-09,return_btc,-0.0725
2017-02-10,return_btc,0.0191
2017-02-13,return_btc,-0.0012
2017-02-14,return_btc,0.013000000000000001
2017-02-15,return_btc,-1e-4
2017-02-16,return_btc,0.0235
2017-02-17,return_btc,0.0169
2017-02-21,return_btc,0.0385
2017-02-22,return_btc,0.0013
2017-02-23,return_btc,0.045899999999999996
2017-02-24,return_btc,0.0039000000000000003
2017-02-27,return_btc,0.0147
2017-02-28,return_btc,4e-4
2017-03-01,return_btc,0.0281
2017-03-02,return_btc,0.0268
2017-03-03,return_btc,0.0222
2017-03-06,return_btc,0.0046
2017-03-07,return_btc,-0.0347
2017-03-08,return_btc,-0.0695
2017-03-09,return_btc,0.0387
2017-03-10,return_btc,-0.0663
2017-03-13,return_btc,0.010700000000000001
2017-03-14,return_btc,0.004
2017-03-15,return_btc,0.0083
2017-03-16,return_btc,-0.0643
2017-03-17,return_btc,-0.0863
2017-03-20,return_btc,0.024399999999999998
2017-03-21,return_btc,0.0704
2017-03-22,return_btc,-0.0683
2017-03-23,return_btc,-0.009300000000000001
2017-03-24,return_btc,-0.09210000000000002
2017-03-27,return_btc,0.0781
2017-03-28,return_btc,-7.000000000000001e-4
2017-03-29,return_btc,-0.0024
2017-03-30,return_btc,-0.0038
2017-03-31,return_btc,0.0397
2017-04-05,return_btc,-0.0104
2017-04-06,return_btc,0.0521
2017-04-07,return_btc,0.0015
2017-04-10,return_btc,0.002
2017-04-11,return_btc,0.0116
2017-04-12,return_btc,-0.0067
2017-04-13,return_btc,-0.03
2017-04-17,return_btc,0.0146
2017-04-18,return_btc,0.0101
2017-04-19,return_btc,0.0076
2017-04-20,return_btc,0.018799999999999997
2017-04-21,return_btc,0.009300000000000001
2017-04-24,return_btc,-8e-4
2017-04-25,return_btc,0.0129
2017-04-26,return_btc,0.0177
2017-04-27,return_btc,0.036000000000000004
2017-04-28,return_btc,-0.0025
2017-05-02,return_btc,0.0213
2017-05-03,return_btc,0.0274
2017-05-04,return_btc,0.021
2017-05-05,return_btc,-0.0059
2017-05-08,return_btc,0.0708
2017-05-09,return_btc,0.019799999999999998
2017-05-10,return_btc,0.0323
2017-05-11,return_btc,0.0382
2017-05-12,return_btc,-0.0731
2017-05-15,return_btc,-0.0359
2017-05-16,return_btc,0.011899999999999999
2017-05-17,return_btc,0.0416
2017-05-18,return_btc,0.044199999999999996
2017-05-19,return_btc,0.0431
2017-05-22,return_btc,0.0392
2017-05-23,return_btc,0.0697
2017-05-24,return_btc,0.076
2017-05-25,return_btc,-0.0565
2017-05-26,return_btc,-0.027000000000000003
2017-05-31,return_btc,0.050499999999999996
2017-06-01,return_btc,0.0475
2017-06-02,return_btc,0.0331
2017-06-05,return_btc,0.0717
2017-06-06,return_btc,0.061200000000000004
2017-06-07,return_btc,-0.062400000000000004
2017-06-08,return_btc,0.039900000000000005
2017-06-09,return_btc,0.0045000000000000005
2017-06-12,return_btc,-0.1065
2017-06-13,return_btc,0.0212
2017-06-14,return_btc,-0.0906
2017-06-15,return_btc,-0.0101
2017-06-16,return_btc,0.0271
2017-06-19,return_btc,0.0304
2017-06-20,return_btc,0.0526
2017-06-21,return_btc,-0.0279
2017-06-22,return_btc,0.0169
2017-06-23,return_btc,-0.0046
2017-06-26,return_btc,-0.037599999999999995
2017-06-27,return_btc,0.056299999999999996
2017-06-28,return_btc,-0.0023
2017-06-29,return_btc,-0.0075
2017-06-30,return_btc,-0.0304
2017-07-03,return_btc,0.014199999999999999
2017-07-05,return_btc,0.004
2017-07-06,return_btc,-0.0052
2017-07-07,return_btc,-0.0384
2017-07-10,return_btc,-0.0667
2017-07-11,return_btc,-0.0084
2017-07-12,return_btc,0.0339
2017-07-13,return_btc,-0.0169
2017-07-14,return_btc,-0.054299999999999994
2017-07-17,return_btc,0.1668
2017-07-18,return_btc,0.038900000000000004
2017-07-19,return_btc,-0.016200000000000003
2017-07-20,return_btc,0.2556
2017-07-21,return_btc,-0.0666
2017-07-24,return_btc,0.0025
2017-07-25,return_btc,-0.0654
2017-07-26,return_btc,-0.009000000000000001
2017-07-27,return_btc,0.0518
2017-07-28,return_btc,0.042699999999999995
2017-07-31,return_btc,0.042199999999999994
2017-08-01,return_btc,-0.0473
2017-08-02,return_btc,-0.0096
2017-08-03,return_btc,0.0329
2017-08-04,return_btc,0.024399999999999998
2017-08-07,return_btc,0.0526
2017-08-08,return_btc,0.008100000000000001
2017-08-09,return_btc,-0.0235
2017-08-10,return_btc,0.023
2017-08-11,return_btc,0.0668
2017-08-14,return_btc,0.0653
2017-08-15,return_btc,-0.0384
2017-08-16,return_btc,0.0542
2017-08-17,return_btc,-0.024700000000000003
2017-08-18,return_btc,-0.0406
2017-08-21,return_btc,-0.0151
2017-08-22,return_btc,0.021099999999999997
2017-08-23,return_btc,0.0126
2017-08-24,return_btc,0.042800000000000005
2017-08-25,return_btc,0.010700000000000001
2017-08-28,return_btc,0.0103
2017-08-29,return_btc,0.0471
2017-08-30,return_btc,-0.0031
2017-08-31,return_btc,0.0332
2017-09-01,return_btc,0.0394
2017-09-05,return_btc,0.0332
2017-09-06,return_btc,0.0475
2017-09-07,return_btc,0.0037
2017-09-08,return_btc,-0.0667
2017-09-11,return_btc,-0.0066
2017-09-12,return_btc,-0.013999999999999999
2017-09-13,return_btc,-0.0694
2017-09-14,return_btc,-0.16210000000000002
2017-09-15,return_btc,0.1451
2017-09-18,return_btc,0.11130000000000001
2017-09-19,return_btc,-0.046900000000000004
2017-09-20,return_btc,-0.0066
2017-09-21,return_btc,-0.0682
2017-09-22,return_btc,-0.0045000000000000005
2017-09-25,return_btc,0.0723
2017-09-26,return_btc,-0.0102
2017-09-27,return_btc,0.0821
2017-09-28,return_btc,-0.0039000000000000003
2017-09-29,return_btc,-0.0054
2017-10-09,return_btc,0.0359
2017-10-10,return_btc,-0.003
2017-10-11,return_btc,0.0128
2017-10-12,return_btc,0.1261
2017-10-13,return_btc,0.0377
2017-10-16,return_btc,0.0125
2017-10-17,return_btc,-0.0279
2017-10-18,return_btc,-0.0040999999999999995
2017-10-19,return_btc,0.022000000000000002
2017-10-20,return_btc,0.051699999999999996
2017-10-23,return_btc,-0.0132
2017-10-24,return_btc,-0.0662
2017-10-25,return_btc,0.0401
2017-10-26,return_btc,0.0268
2017-10-27,return_btc,-0.0209
2017-10-30,return_btc,-0.0038
2017-10-31,return_btc,0.053399999999999996
2017-11-01,return_btc,0.0444
2017-11-02,return_btc,0.0426
2017-11-03,return_btc,0.0181
2017-11-06,return_btc,-0.0582
2017-11-07,return_btc,0.0206
2017-11-08,return_btc,0.0481
2017-11-09,return_btc,-0.042300000000000004
2017-11-10,return_btc,-0.0791
2017-11-13,return_btc,0.1096
2017-11-14,return_btc,0.011399999999999999
2017-11-15,return_btc,0.10400000000000001
2017-11-16,return_btc,0.0783
2017-11-17,return_btc,-0.0196
2017-11-20,return_btc,0.025099999999999997
2017-11-21,return_btc,-0.0176
2017-11-22,return_btc,0.0166
2017-11-24,return_btc,0.023399999999999997
2017-11-27,return_btc,0.044500000000000005
2017-11-28,return_btc,0.0178
2017-11-29,return_btc,-0.0069
2017-11-30,return_btc,0.0111
2017-12-01,return_btc,0.092
2017-12-04,return_btc,0.0336
2017-12-05,return_btc,0.0037
2017-12-06,return_btc,0.17850000000000002
2017-12-07,return_btc,0.2255
2017-12-08,return_btc,-0.047599999999999996
2017-12-11,return_btc,0.11109999999999999
2017-12-12,return_btc,0.021
2017-12-13,return_btc,-0.0467
2017-12-14,return_btc,0.0111
2017-12-15,return_btc,0.069
2017-12-18,return_btc,-0.0049
2017-12-19,return_btc,-0.0764
2017-12-20,return_btc,-0.060599999999999994
2017-12-21,return_btc,-0.0504
2017-12-22,return_btc,-0.1258
2017-12-26,return_btc,0.139
2017-12-27,return_btc,-0.0216
2017-12-28,return_btc,-0.066
2017-12-29,return_btc,-4e-4
2018-01-02,return_btc,0.0974
2018-01-03,return_btc,0.0273
2018-01-04,return_btc,0.0015
2018-01-05,return_btc,0.11689999999999999
2018-01-08,return_btc,-0.0771
2018-01-09,return_btc,-0.0132
2018-01-10,return_btc,0.0179
2018-01-11,return_btc,-0.1002
2018-01-12,return_btc,0.026000000000000002
2018-01-16,return_btc,-0.1705
2018-01-17,return_btc,-0.0149
2018-01-18,return_btc,0.004699999999999999
2018-01-19,return_btc,0.0298
2018-01-22,return_btc,-0.063
2018-01-23,return_btc,0.0034999999999999996
2018-01-24,return_btc,0.0504
2018-01-25,return_btc,-0.0218
2018-01-26,return_btc,-0.0076
2018-01-29,return_btc,-0.0467
2018-01-30,return_btc,-0.0959
2018-01-31,return_btc,0.0098
2018-02-01,return_btc,-0.1056
2018-02-02,return_btc,-0.031400000000000004
2018-02-05,return_btc,-0.1561
2018-02-06,return_btc,0.1099
2018-02-07,return_btc,-0.0138
2018-02-08,return_btc,0.075
2018-02-09,return_btc,0.06559999999999999
2018-02-12,return_btc,0.1017
2018-02-13,return_btc,-0.0409
2018-02-14,return_btc,0.1097
2018-02-22,return_btc,-0.0603
2018-02-23,return_btc,0.0334
2018-02-26,return_btc,0.073
2018-02-27,return_btc,0.0301
2018-02-28,return_btc,-0.0246
2018-03-01,return_btc,0.0552
2018-03-02,return_btc,-0.006999999999999999
2018-03-05,return_btc,-0.0075
2018-03-06,return_btc,-0.057800000000000004
2018-03-07,return_btc,-0.0723
2018-03-08,return_btc,-0.060899999999999996
2018-03-09,return_btc,-0.0089
2018-03-12,return_btc,-0.0412
2018-03-13,return_btc,0.0019
2018-03-14,return_btc,-0.1032
2018-03-15,return_btc,0.0066
2018-03-16,return_btc,0.003
2018-03-19,return_btc,0.0507
2018-03-20,return_btc,0.034300000000000004
2018-03-21,return_btc,-8e-4
2018-03-22,return_btc,-0.0202
2018-03-23,return_btc,0.0218
2018-03-26,return_btc,-0.038900000000000004
2018-03-27,return_btc,-0.042
2018-03-28,return_btc,0.0196
2018-03-29,return_btc,-0.1038
2018-04-02,return_btc,0.0356
2018-04-03,return_btc,0.050300000000000004
2018-04-04,return_btc,-0.08289999999999999
2018-04-09,return_btc,-0.0354
2018-04-10,return_btc,0.0108
2018-04-11,return_btc,0.015600000000000001
2018-04-12,return_btc,0.13849999999999998
2018-04-13,return_btc,-0.0049
2018-04-16,return_btc,-0.0351
2018-04-17,return_btc,-0.02
2018-04-18,return_btc,0.0341
2018-04-19,return_btc,0.0137
2018-04-20,return_btc,0.0695
2018-04-23,return_btc,0.0166
2018-04-24,return_btc,0.07730000000000001
2018-04-25,return_btc,-0.0801
2018-04-26,return_btc,0.0467
2018-04-27,return_btc,-0.0373
2018-05-02,return_btc,0.018500000000000003
2018-05-03,return_btc,0.0548
2018-05-04,return_btc,-0.0042
2018-05-07,return_btc,-0.0233
2018-05-08,return_btc,-0.024900000000000002
2018-05-09,return_btc,0.013300000000000001
2018-05-10,return_btc,-0.0315
2018-05-11,return_btc,-0.0684
2018-05-14,return_btc,-0.0022
2018-05-15,return_btc,-0.0227
2018-05-16,return_btc,-0.015600000000000001
2018-05-17,return_btc,-0.0337
2018-05-18,return_btc,0.0227
2018-05-21,return_btc,-0.0147
2018-05-22,return_btc,-0.0473
2018-05-23,return_btc,-0.0617
2018-05-24,return_btc,0.010700000000000001
2018-05-25,return_btc,-0.0152
2018-05-29,return_btc,0.0489
2018-05-30,return_btc,-0.0091
2018-05-31,return_btc,0.0139
2018-06-01,return_btc,0.0038
2018-06-04,return_btc,-0.0291
2018-06-05,return_btc,0.0169
2018-06-06,return_btc,0.0039000000000000003
2018-06-07,return_btc,0.0048
2018-06-08,return_btc,-0.0098
2018-06-11,return_btc,0.016399999999999998
2018-06-12,return_btc,-0.047599999999999996
2018-06-13,return_btc,-0.0375
2018-06-14,return_btc,0.053
2018-06-15,return_btc,-0.0356
2018-06-19,return_btc,0.0049
2018-06-20,return_btc,0.0019
2018-06-21,return_btc,-0.0055000000000000005
2018-06-22,return_btc,-0.0999
2018-06-25,return_btc,0.0166
2018-06-26,return_btc,-0.0279
2018-06-27,return_btc,0.012
2018-06-28,return_btc,-0.0441
2018-06-29,return_btc,0.056100000000000004
2018-07-02,return_btc,0.0397
2018-07-03,return_btc,-0.016
2018-07-05,return_btc,-0.0079
2018-07-06,return_btc,0.0109
2018-07-09,return_btc,-0.0070999999999999995
2018-07-10,return_btc,-0.054000000000000006
2018-07-11,return_btc,0.013000000000000001
2018-07-12,return_btc,-0.0217
2018-07-13,return_btc,-0.0033
2018-07-16,return_btc,0.057699999999999994
2018-07-17,return_btc,0.08800000000000001
2018-07-18,return_btc,0.0084
2018-07-19,return_btc,0.0127
2018-07-20,return_btc,-0.018500000000000003
2018-07-23,return_btc,0.04190000000000001
2018-07-24,return_btc,0.0886
2018-07-25,return_btc,-0.0278
2018-07-26,return_btc,-0.028999999999999998
2018-07-27,return_btc,0.0315
2018-07-30,return_btc,-0.004699999999999999
2018-07-31,return_btc,-0.0548
2018-08-01,return_btc,-0.0159
2018-08-02,return_btc,-0.009300000000000001
2018-08-03,return_btc,-0.0155
2018-08-06,return_btc,-0.011899999999999999
2018-08-07,return_btc,-0.0315
2018-08-08,return_btc,-0.06559999999999999
2018-08-09,return_btc,0.0406
2018-08-10,return_btc,-0.0591
2018-08-13,return_btc,-0.0091
2018-08-14,return_btc,-0.0104
2018-08-15,return_btc,0.0108
2018-08-16,return_btc,0.008
2018-08-17,return_btc,0.0436
2018-08-20,return_btc,-0.0329
2018-08-21,return_btc,0.0341
2018-08-22,return_btc,-0.0189
2018-08-23,return_btc,0.0254
2018-08-24,return_btc,0.024399999999999998
2018-08-27,return_btc,0.0275
2018-08-28,return_btc,0.025699999999999997
2018-08-29,return_btc,-0.0064
2018-08-30,return_btc,-0.005
2018-08-31,return_btc,0.005699999999999999
2018-09-04,return_btc,0.015600000000000001
2018-09-05,return_btc,-0.0909
2018-09-06,return_btc,-0.0287
2018-09-07,return_btc,-0.0189
2018-09-10,return_btc,0.0132
2018-09-11,return_btc,-0.0043
2018-09-12,return_btc,0.006999999999999999
2018-09-13,return_btc,0.0229
2018-09-14,return_btc,1e-4
2018-09-17,return_btc,-0.0382
2018-09-18,return_btc,0.0144
2018-09-19,return_btc,0.0076
2018-09-20,return_btc,0.0155
2018-09-21,return_btc,0.042800000000000005
2018-09-25,return_btc,-0.021099999999999997
2018-09-26,return_btc,0.0036
2018-09-27,return_btc,0.0342
2018-09-28,return_btc,-0.0079
2018-10-08,return_btc,0.0089
2018-10-09,return_btc,-0.0028000000000000004
2018-10-10,return_btc,-0.0049
2018-10-11,return_btc,-0.0572
2018-10-12,return_btc,0.0084
2018-10-15,return_btc,0.059000000000000004
2018-10-16,return_btc,8e-4
2018-10-17,return_btc,-0.0028000000000000004
2018-10-18,return_btc,-0.0168
2018-10-19,return_btc,-0.009399999999999999
2018-10-22,return_btc,-0.0040999999999999995
2018-10-23,return_btc,-0.0040999999999999995
2018-10-24,return_btc,3e-4
2018-10-25,return_btc,-0.0036
2018-10-26,return_btc,5e-4
2018-10-29,return_btc,-0.0233
2018-10-30,return_btc,-0.0015
2018-10-31,return_btc,0.0064
2018-11-01,return_btc,0.0054
2018-11-02,return_btc,0.0038
2018-11-05,return_btc,-0.0029
2018-11-06,return_btc,0.0067
2018-11-07,return_btc,0.0096
2018-11-08,return_btc,-0.0139
2018-11-09,return_btc,-0.0096
2018-11-12,return_btc,-0.0017000000000000001
2018-11-13,return_btc,-9e-4
2018-11-14,return_btc,-0.0913
2018-11-15,return_btc,-0.021099999999999997
2018-11-16,return_btc,-0.014499999999999999
2018-11-19,return_btc,-0.1369
2018-11-20,return_btc,-0.0736
2018-11-21,return_btc,0.0252
2018-11-23,return_btc,0.0096
2018-11-26,return_btc,-0.0554
2018-11-27,return_btc,0.0077
2018-11-28,return_btc,0.1032
2018-11-29,return_btc,0.0073
2018-11-30,return_btc,-0.059800000000000006
2018-12-03,return_btc,-0.06309999999999999
2018-12-04,return_btc,0.015600000000000001
2018-12-06,return_btc,-0.0697
2018-12-07,return_btc,-0.0246
2018-12-10,return_btc,-0.03
2018-12-11,return_btc,-0.015300000000000001
2018-12-12,return_btc,0.0172
2018-12-13,return_btc,-0.0435
2018-12-14,return_btc,-0.0204
2018-12-17,return_btc,0.0857
2018-12-18,return_btc,0.04019999999999999
2018-12-19,return_btc,0.0052
2018-12-20,return_btc,0.10550000000000001
2018-12-21,return_btc,-0.0552
2018-12-24,return_btc,0.0207
2018-12-26,return_btc,0.0083
2018-12-27,return_btc,-0.0545
2018-12-28,return_btc,0.0766
2019-01-02,return_btc,0.0169
2019-01-03,return_btc,-0.0242
2019-01-04,return_btc,0.006
2019-01-07,return_btc,-0.0045000000000000005
2019-01-08,return_btc,-0.0037
2019-01-09,return_btc,0.0017000000000000001
2019-01-10,return_btc,-0.0941
2019-01-11,return_btc,0.0034999999999999996
2019-01-14,return_btc,0.0424
2019-01-15,return_btc,-0.0184
2019-01-16,return_btc,0.004699999999999999
2019-01-17,return_btc,0.010700000000000001
2019-01-18,return_btc,-0.005699999999999999
2019-01-22,return_btc,0.0123
2019-01-23,return_btc,-0.0052
2019-01-24,return_btc,0.0036
2019-01-25,return_btc,-6e-4
2019-01-28,return_btc,-0.0317
2019-01-29,return_btc,-0.008100000000000001
2019-01-30,return_btc,0.0132
2019-01-31,return_btc,-0.0066
2019-02-01,return_btc,0.009000000000000001
2019-02-11,return_btc,-0.0128
2019-02-12,return_btc,1e-4
2019-02-13,return_btc,-0.005600000000000001
2019-02-14,return_btc,-0.0052
2019-02-15,return_btc,0.0034000000000000002
2019-02-19,return_btc,0.004699999999999999
2019-02-20,return_btc,0.0148
2019-02-21,return_btc,-0.009000000000000001
2019-02-22,return_btc,0.0073
2019-02-25,return_btc,0.0209
2019-02-26,return_btc,-0.0060999999999999995
2019-02-27,return_btc,0.0011
2019-02-28,return_btc,5e-4
2019-03-01,return_btc,0.0014000000000000002
2019-03-04,return_btc,-0.0245
2019-03-05,return_btc,0.038
2019-03-06,return_btc,0.0015
2019-03-07,return_btc,0.0032
2019-03-08,return_btc,-0.0024
2019-03-11,return_btc,-0.0115
2019-03-12,return_btc,0.0040999999999999995
2019-03-13,return_btc,-0.0054
2019-03-14,return_btc,0.0036
2019-03-15,return_btc,0.011699999999999999
2019-03-18,return_btc,0.0022
2019-03-19,return_btc,0.0067
2019-03-20,return_btc,0.006
2019-03-21,return_btc,-0.0146
2019-03-22,return_btc,0.0021
2019-03-25,return_btc,-0.0144
2019-03-26,return_btc,0.0015
2019-03-27,return_btc,0.025099999999999997
2019-03-28,return_btc,-0.004
2019-03-29,return_btc,0.019
2019-04-01,return_btc,0.0104
2019-04-02,return_btc,0.1723
2019-04-03,return_btc,0.0225
2019-04-04,return_btc,-0.013300000000000001
2019-04-08,return_btc,0.0138
2019-04-09,return_btc,-0.0165
2019-04-10,return_btc,0.028900000000000002
2019-04-11,return_btc,-0.0537
2019-04-12,return_btc,0.0063
2019-04-15,return_btc,-0.02
2019-04-16,return_btc,0.029500000000000002
2019-04-17,return_btc,0.0053
2019-04-18,return_btc,0.0108
2019-04-22,return_btc,0.0197
2019-04-23,return_btc,0.0308
2019-04-24,return_btc,-0.0174
2019-04-25,return_btc,-0.0381
2019-04-26,return_btc,0.0171
2019-04-29,return_btc,-0.0127
2019-04-30,return_btc,0.016399999999999998
2019-05-06,return_btc,-0.0052
2019-05-07,return_btc,0.0182
2019-05-08,return_btc,0.0241
2019-05-09,return_btc,0.0336
2019-05-10,return_btc,0.031400000000000004
2019-05-13,return_btc,0.1176
2019-05-14,return_btc,0.0242
2019-05-15,return_btc,0.0213
2019-05-16,return_btc,-0.0359
2019-05-17,return_btc,-0.06509999999999999
2019-05-20,return_btc,-0.0235
2019-05-21,return_btc,-0.0044
2019-05-22,return_btc,-0.037200000000000004
2019-05-23,return_btc,0.028300000000000002
