date,return_tsla,return_sp500_tr
2018-11-28,0.011346143,0.023037686
2018-11-29,-0.019111512,-0.001953132
2018-11-30,0.026955572,0.008360924
2018-12-03,0.023337811,0.010940929
2018-12-04,0.00295324,-0.032307827
2018-12-06,0.009597034,-0.001208229
2018-12-07,-0.014042668,-0.023161466
2018-12-10,0.020049302,0.001771422
2018-12-11,0.004081413,-0.000306154
2018-12-12,-0.000427876,0.005429148
2018-12-13,0.028358928,-1.38e-05
2018-12-14,-0.029710183,-0.018964888
2018-12-17,-0.047243672,-0.020718921
2018-12-18,-0.032926212,0.000151739
2018-12-19,-0.012105692,-0.015303401
2018-12-20,-0.052904442,-0.015748019
2018-12-21,0.014804678,-0.020588243
2018-12-24,-0.076069633,-0.027037372
2018-12-26,0.102965568,0.049614351
2018-12-27,-0.030616541,0.008654817
2018-12-28,0.056713825,-0.00107798
2018-12-31,-0.003170875,0.008622515
2019-01-02,-0.068508483,0.001271743
2019-01-03,-0.031366597,-0.024498324
2019-01-04,0.057517791,0.034335619
2019-01-07,0.054327695,0.007012874
2019-01-08,0.001288207,0.009717463
2019-01-09,0.009356725,0.004417056
2019-01-10,0.019177289,0.004519395
2019-01-11,0.006594281,-0.000145459
2019-01-14,-0.036765121,-0.005143427
2019-01-15,0.029373827,0.010743355
2019-01-16,0.004898331,0.00224562
2019-01-17,0.004137618,0.007690332
2019-01-18,-0.129939038,0.013212314
2019-01-22,-0.011028935,-0.014117128
2019-01-23,-0.038113356,0.002201245
2019-01-24,0.014321762,0.001408626
2019-01-25,0.018288173,0.008523607
2019-01-28,-0.001980852,-0.007849028
2019-01-29,0.003837248,-0.001438805
2019-01-30,0.03776445,0.015661281
2019-01-31,-0.006160295,0.008813254
2019-02-01,0.017700812,0.001033313
2019-02-04,0.001883712,0.006791686
2019-02-05,0.027011782,0.004719131
2019-02-06,-0.012692988,-0.002127641
2019-02-07,-0.03040979,-0.009212699
2019-02-08,-0.005864729,0.001007416
2019-02-11,0.023020199,0.000720356
2019-02-12,-0.003322051,0.012961572
2019-02-13,-0.011886045,0.003105485
2019-02-14,-0.014002037,-0.002304229
2019-02-15,0.013490834,0.010952835
2019-02-19,-0.007324374,0.001572667
2019-02-20,-0.010137303,0.001971859
2019-02-21,-0.037334716,-0.003441234
